,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
148,0.583,0.491,7,-9.876,0,0.0503,0.124,0.0,0.331,0.391,79.975,audio_features,27NV2KxoQ8WuLMqlTDI61F,spotify:track:27NV2KxoQ8WuLMqlTDI61F,https://api.spotify.com/v1/tracks/27NV2KxoQ8WuLMqlTDI61F,https://api.spotify.com/v1/audio-analysis/27NV2KxoQ8WuLMqlTDI61F,234400,4
149,0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112.014,audio_features,77OuOZhDxJSQLYnNIpX2AG,spotify:track:77OuOZhDxJSQLYnNIpX2AG,https://api.spotify.com/v1/tracks/77OuOZhDxJSQLYnNIpX2AG,https://api.spotify.com/v1/audio-analysis/77OuOZhDxJSQLYnNIpX2AG,190014,4
150,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,audio_features,2TYC9SaRhYypUQzB1ZVTG2,spotify:track:2TYC9SaRhYypUQzB1ZVTG2,https://api.spotify.com/v1/tracks/2TYC9SaRhYypUQzB1ZVTG2,https://api.spotify.com/v1/audio-analysis/2TYC9SaRhYypUQzB1ZVTG2,230760,4
151,0.378,0.752,9,-4.352,1,0.4,0.193,0.0,0.172,0.319,95.605,audio_features,0JrlB9UVSGhD0mIuYx7x5U,spotify:track:0JrlB9UVSGhD0mIuYx7x5U,https://api.spotify.com/v1/tracks/0JrlB9UVSGhD0mIuYx7x5U,https://api.spotify.com/v1/audio-analysis/0JrlB9UVSGhD0mIuYx7x5U,212933,4
152,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,audio_features,0vbtURX4qv1l7besfwmnD8,spotify:track:0vbtURX4qv1l7besfwmnD8,https://api.spotify.com/v1/tracks/0vbtURX4qv1l7besfwmnD8,https://api.spotify.com/v1/audio-analysis/0vbtURX4qv1l7besfwmnD8,197933,4
153,0.543,0.729,6,-5.357,0,0.0498,0.00265,0.01,0.427,0.282,174.982,audio_features,6yraFyhgbavO2amB2lhpfi,spotify:track:6yraFyhgbavO2amB2lhpfi,https://api.spotify.com/v1/tracks/6yraFyhgbavO2amB2lhpfi,https://api.spotify.com/v1/audio-analysis/6yraFyhgbavO2amB2lhpfi,292587,4
154,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,7yq4Qj7cqayVTp3FF9CWbm,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/audio-analysis/7yq4Qj7cqayVTp3FF9CWbm,204280,4
155,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,audio_features,66hayvUbTotekKU3H4ta1f,spotify:track:66hayvUbTotekKU3H4ta1f,https://api.spotify.com/v1/tracks/66hayvUbTotekKU3H4ta1f,https://api.spotify.com/v1/audio-analysis/66hayvUbTotekKU3H4ta1f,250286,4
156,0.571,0.841,2,-3.822,1,0.0579,0.0625,0.0,0.105,0.861,155.113,audio_features,17leTzpwQBLeqJRYzhJKbi,spotify:track:17leTzpwQBLeqJRYzhJKbi,https://api.spotify.com/v1/tracks/17leTzpwQBLeqJRYzhJKbi,https://api.spotify.com/v1/audio-analysis/17leTzpwQBLeqJRYzhJKbi,175907,4
157,0.504,0.885,10,-4.028,1,0.0663,0.0268,0.0,0.307,0.535,158.013,audio_features,6YosK76VT06EAqgyRODjff,spotify:track:6YosK76VT06EAqgyRODjff,https://api.spotify.com/v1/tracks/6YosK76VT06EAqgyRODjff,https://api.spotify.com/v1/audio-analysis/6YosK76VT06EAqgyRODjff,207160,4
158,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979,audio_features,1OAh8uOEOvTDqkKFsKksCi,spotify:track:1OAh8uOEOvTDqkKFsKksCi,https://api.spotify.com/v1/tracks/1OAh8uOEOvTDqkKFsKksCi,https://api.spotify.com/v1/audio-analysis/1OAh8uOEOvTDqkKFsKksCi,204173,4
159,0.511,0.815,7,-3.14,1,0.144,0.0491,0.0,0.0826,0.586,154.514,audio_features,1bCmvezFg5MRcENzCGG1Cy,spotify:track:1bCmvezFg5MRcENzCGG1Cy,https://api.spotify.com/v1/tracks/1bCmvezFg5MRcENzCGG1Cy,https://api.spotify.com/v1/audio-analysis/1bCmvezFg5MRcENzCGG1Cy,215307,4
160,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,audio_features,5A1FmxbYVRZKy4nc16MAue,spotify:track:5A1FmxbYVRZKy4nc16MAue,https://api.spotify.com/v1/tracks/5A1FmxbYVRZKy4nc16MAue,https://api.spotify.com/v1/audio-analysis/5A1FmxbYVRZKy4nc16MAue,203347,4
161,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002,audio_features,76hfruVvmfQbw0eYn1nmeC,spotify:track:76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/audio-analysis/76hfruVvmfQbw0eYn1nmeC,219147,4
162,0.584,0.967,11,-4.069,0,0.236,0.000302,2.15e-06,0.214,0.24,122.283,audio_features,0jt6NEuzEY0OouXkwZHq5n,spotify:track:0jt6NEuzEY0OouXkwZHq5n,https://api.spotify.com/v1/tracks/0jt6NEuzEY0OouXkwZHq5n,https://api.spotify.com/v1/audio-analysis/0jt6NEuzEY0OouXkwZHq5n,187160,4
163,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,audio_features,48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox,329733,4
164,0.504,0.889,2,-4.533,1,0.0737,0.0489,0.0,0.19,0.367,165.047,audio_features,3Y3gChJoEUTqrtuqJCIPQk,spotify:track:3Y3gChJoEUTqrtuqJCIPQk,https://api.spotify.com/v1/tracks/3Y3gChJoEUTqrtuqJCIPQk,https://api.spotify.com/v1/audio-analysis/3Y3gChJoEUTqrtuqJCIPQk,205851,4
165,0.579,0.928,0,-4.344,1,0.0411,0.000715,0.0,0.18,0.882,95.594,audio_features,1fJFuvU2ldmeAm5nFIHcPP,spotify:track:1fJFuvU2ldmeAm5nFIHcPP,https://api.spotify.com/v1/tracks/1fJFuvU2ldmeAm5nFIHcPP,https://api.spotify.com/v1/audio-analysis/1fJFuvU2ldmeAm5nFIHcPP,171533,4
166,0.359,0.859,10,-3.149,1,0.081,0.044,0.0,0.164,0.556,199.774,audio_features,5sCu5ASRG4nDhfthTFeGSN,spotify:track:5sCu5ASRG4nDhfthTFeGSN,https://api.spotify.com/v1/tracks/5sCu5ASRG4nDhfthTFeGSN,https://api.spotify.com/v1/audio-analysis/5sCu5ASRG4nDhfthTFeGSN,195491,4
167,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,audio_features,22VdIZQfgXJea34mQxlt81,spotify:track:22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,213520,4
168,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4
169,0.448,0.784,9,-3.686,1,0.0625,0.0999,0.000108,0.668,0.237,136.239,audio_features,62yJjFtgkhUrXktIoSjgP2,spotify:track:62yJjFtgkhUrXktIoSjgP2,https://api.spotify.com/v1/tracks/62yJjFtgkhUrXktIoSjgP2,https://api.spotify.com/v1/audio-analysis/62yJjFtgkhUrXktIoSjgP2,186813,4
170,0.798,0.641,7,-8.071,1,0.0556,0.284,0.824,0.0808,0.625,130.005,audio_features,7BQVSVEQaHU92qkKDxUpA1,spotify:track:7BQVSVEQaHU92qkKDxUpA1,https://api.spotify.com/v1/tracks/7BQVSVEQaHU92qkKDxUpA1,https://api.spotify.com/v1/audio-analysis/7BQVSVEQaHU92qkKDxUpA1,147707,4
171,0.512,0.785,0,-4.073,1,0.0517,0.387,0.0,0.105,0.402,206.05,audio_features,2DgmVBl7fNmZhuplDqo6hu,spotify:track:2DgmVBl7fNmZhuplDqo6hu,https://api.spotify.com/v1/tracks/2DgmVBl7fNmZhuplDqo6hu,https://api.spotify.com/v1/audio-analysis/2DgmVBl7fNmZhuplDqo6hu,286547,4
172,0.75,0.818,7,-4.601,0,0.0551,0.146,0.0,0.686,0.652,129.963,audio_features,495O1Affo7AurEPQcvcr18,spotify:track:495O1Affo7AurEPQcvcr18,https://api.spotify.com/v1/tracks/495O1Affo7AurEPQcvcr18,https://api.spotify.com/v1/audio-analysis/495O1Affo7AurEPQcvcr18,213293,4
173,0.435,0.887,9,-4.07,1,0.0637,0.000747,0.0,0.0327,0.408,199.939,audio_features,1oagRT7LfpVlNJN6FSZDGp,spotify:track:1oagRT7LfpVlNJN6FSZDGp,https://api.spotify.com/v1/tracks/1oagRT7LfpVlNJN6FSZDGp,https://api.spotify.com/v1/audio-analysis/1oagRT7LfpVlNJN6FSZDGp,212040,4
174,0.574,0.957,8,-2.761,1,0.109,0.0218,0.0,0.299,0.66,101.013,audio_features,71o4RblgefcGHIf1MbvJzZ,spotify:track:71o4RblgefcGHIf1MbvJzZ,https://api.spotify.com/v1/tracks/71o4RblgefcGHIf1MbvJzZ,https://api.spotify.com/v1/audio-analysis/71o4RblgefcGHIf1MbvJzZ,157173,4
175,0.631,0.891,0,-4.202,1,0.0999,0.00368,0.00124,0.157,0.677,119.959,audio_features,3Q7jFW6nxqhwbUctqqthSa,spotify:track:3Q7jFW6nxqhwbUctqqthSa,https://api.spotify.com/v1/tracks/3Q7jFW6nxqhwbUctqqthSa,https://api.spotify.com/v1/audio-analysis/3Q7jFW6nxqhwbUctqqthSa,243040,4
176,0.696,0.853,2,-4.122,1,0.237,0.00399,0.0,0.0843,0.685,92.976,audio_features,0O986IRZ2rL3qGH5QiD4ZO,spotify:track:0O986IRZ2rL3qGH5QiD4ZO,https://api.spotify.com/v1/tracks/0O986IRZ2rL3qGH5QiD4ZO,https://api.spotify.com/v1/audio-analysis/0O986IRZ2rL3qGH5QiD4ZO,196653,4
177,0.621,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.451,audio_features,0a7BloCiNzLDD9qSQHh5m7,spotify:track:0a7BloCiNzLDD9qSQHh5m7,https://api.spotify.com/v1/tracks/0a7BloCiNzLDD9qSQHh5m7,https://api.spotify.com/v1/audio-analysis/0a7BloCiNzLDD9qSQHh5m7,180267,4
178,0.834,0.699,5,-3.222,1,0.178,0.111,0.0,0.131,0.809,94.086,audio_features,0xmjwnQ3FNE6HuWCt2nHdZ,spotify:track:0xmjwnQ3FNE6HuWCt2nHdZ,https://api.spotify.com/v1/tracks/0xmjwnQ3FNE6HuWCt2nHdZ,https://api.spotify.com/v1/audio-analysis/0xmjwnQ3FNE6HuWCt2nHdZ,272533,4
179,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,audio_features,2TfSHkHiFO4gRztVIkggkE,spotify:track:2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,229093,4
180,0.55,0.938,11,-3.556,0,0.0522,0.00171,2.18e-05,0.555,0.433,133.99,audio_features,26VG1uCazw9xtVnq8A1vtd,spotify:track:26VG1uCazw9xtVnq8A1vtd,https://api.spotify.com/v1/tracks/26VG1uCazw9xtVnq8A1vtd,https://api.spotify.com/v1/audio-analysis/26VG1uCazw9xtVnq8A1vtd,214493,4
181,0.858,0.844,7,-4.616,1,0.122,0.0818,0.0,0.0753,0.751,125.025,audio_features,1G1r2ectZOGeOkZmKtAP3m,spotify:track:1G1r2ectZOGeOkZmKtAP3m,https://api.spotify.com/v1/tracks/1G1r2ectZOGeOkZmKtAP3m,https://api.spotify.com/v1/audio-analysis/1G1r2ectZOGeOkZmKtAP3m,205318,4
182,0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,audio_features,6ndmKwWqMozN2tcZqzCX4K,spotify:track:6ndmKwWqMozN2tcZqzCX4K,https://api.spotify.com/v1/tracks/6ndmKwWqMozN2tcZqzCX4K,https://api.spotify.com/v1/audio-analysis/6ndmKwWqMozN2tcZqzCX4K,230493,4
183,0.461,0.915,0,-3.581,1,0.0456,0.000413,0.0,0.415,0.526,176.701,audio_features,0XXyGdcVEHZ6CnmAlNsqKl,spotify:track:0XXyGdcVEHZ6CnmAlNsqKl,https://api.spotify.com/v1/tracks/0XXyGdcVEHZ6CnmAlNsqKl,https://api.spotify.com/v1/audio-analysis/0XXyGdcVEHZ6CnmAlNsqKl,210680,4
184,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,audio_features,4XHQyvbrBsQaaBUW1VvmsL,spotify:track:4XHQyvbrBsQaaBUW1VvmsL,https://api.spotify.com/v1/tracks/4XHQyvbrBsQaaBUW1VvmsL,https://api.spotify.com/v1/audio-analysis/4XHQyvbrBsQaaBUW1VvmsL,298773,4
185,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,audio_features,2cY7WSxFIsZQaoDNJe7Fz3,spotify:track:2cY7WSxFIsZQaoDNJe7Fz3,https://api.spotify.com/v1/tracks/2cY7WSxFIsZQaoDNJe7Fz3,https://api.spotify.com/v1/audio-analysis/2cY7WSxFIsZQaoDNJe7Fz3,268053,4
186,0.606,0.907,9,-4.067,1,0.0675,0.0367,1.83e-06,0.364,0.69,115.048,audio_features,47ojH5LeQhl1ZltSAHBEFF,spotify:track:47ojH5LeQhl1ZltSAHBEFF,https://api.spotify.com/v1/tracks/47ojH5LeQhl1ZltSAHBEFF,https://api.spotify.com/v1/audio-analysis/47ojH5LeQhl1ZltSAHBEFF,192826,4
187,0.442,0.909,11,-5.857,1,0.0996,0.000978,0.0,0.325,0.591,163.092,audio_features,7rXOUa2yrj80b49sYqV6Qy,spotify:track:7rXOUa2yrj80b49sYqV6Qy,https://api.spotify.com/v1/tracks/7rXOUa2yrj80b49sYqV6Qy,https://api.spotify.com/v1/audio-analysis/7rXOUa2yrj80b49sYqV6Qy,240040,4
188,0.426,0.935,9,-4.066,1,0.0925,8.03e-05,0.000512,0.109,0.735,167.977,audio_features,6PAoCw99yAkmpeXmY8IIUE,spotify:track:6PAoCw99yAkmpeXmY8IIUE,https://api.spotify.com/v1/tracks/6PAoCw99yAkmpeXmY8IIUE,https://api.spotify.com/v1/audio-analysis/6PAoCw99yAkmpeXmY8IIUE,192427,4
189,0.728,0.801,4,-3.636,1,0.0752,0.00349,0.000195,0.0907,0.813,119.989,audio_features,373kL6gycElmvrcrnL9tOa,spotify:track:373kL6gycElmvrcrnL9tOa,https://api.spotify.com/v1/tracks/373kL6gycElmvrcrnL9tOa,https://api.spotify.com/v1/audio-analysis/373kL6gycElmvrcrnL9tOa,193043,4
190,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,audio_features,4NTWZqvfQTlOMitlVn6tew,spotify:track:4NTWZqvfQTlOMitlVn6tew,https://api.spotify.com/v1/tracks/4NTWZqvfQTlOMitlVn6tew,https://api.spotify.com/v1/audio-analysis/4NTWZqvfQTlOMitlVn6tew,239613,4
191,0.78,0.745,7,-3.97,1,0.145,0.0559,0.0,0.0595,0.862,94.026,audio_features,5HDPtsnyb3maFmPL8LLUTG,spotify:track:5HDPtsnyb3maFmPL8LLUTG,https://api.spotify.com/v1/tracks/5HDPtsnyb3maFmPL8LLUTG,https://api.spotify.com/v1/audio-analysis/5HDPtsnyb3maFmPL8LLUTG,189280,4
